Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71751917,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71752017,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71752217,Online Search,Web
Results Treadmill,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71752317,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71752517,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71752617,Electronic - UnSourced,Web
Bowflex HVT,CAM50802 DODG2HDL2,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71752717,Online Display,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753017,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753018,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753117,Online Shopping,Web
Bowflex HVT,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753217,Online Shopping,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753317,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71753417,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71753517,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753717,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753817,Online Shopping,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71753917,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71754117,Online Shopping,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71754317,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71754517,Online Search,Web
Bowflex Max Trainer,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71754717,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71754817,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71754917,Online Shopping,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71755017,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71755217,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71755317,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71755318,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71755319,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71755717,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71755817,Online Shopping,Web
Bowflex Max Trainer,CAM51537 HICNN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71756017,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71756217,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/17/2017,8/17/2017,8/14/2017,71756317,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/17/2017,8/17/2017,8/14/2017,71756417,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71756617,Electronic - Short Form,Web
Bowflex Catalog,CAM32062 dofg2gfeed1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71756717,Online Shopping,Web
Bowflex Max Trainer,CAM49580 DODTABOOLAEDL2,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71756817,Online Display,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71756917,Electronic - UnSourced,Web
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757217,Online Search,Web
Bowflex UpperCut,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757218,Online Search,Web
Bowflex HVT,CAM50802 DODG2HDL2,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757417,Online Display,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757517,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757617,Online Search,Web
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757717,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71757817,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71757917,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758017,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758217,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758218,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758317,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758417,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758517,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758617,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758717,Online Search,Web
Bowflex Max Trainer,CAM49580 DODTABOOLAEDL2,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758817,Online Display,Web
Treadclimber,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71758918,Online Shopping,Web
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71759020,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71759120,Online Display,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759220,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759323,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759426,Online Shopping,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759526,Online Search,Web
Treadclimber,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759527,Online Search,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759627,Online Display,Web
Treadclimber,CAM40825 1800TREADCLIMBER,Internal,,8/17/2017,8/14/2017,71759827,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71759828,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71759930,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71760030,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71760130,Online Search,Web
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71760230,Online Search,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71760333,Online Display,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71760434,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71760534,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71760535,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/17/2017,8/17/2017,8/14/2017,71760635,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71761137,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71761237,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71761337,Online Search,Web
Bowflex Max Trainer,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71761539,Short Form,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,8/17/2017,8/17/2017,8/14/2017,71761541,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM51537 HICNN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761543,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/17/2017,8/14/2017,71761546,Un-Sourced,Call Center Internal
Bowflex HVT,CAM51147 GAMEN120HVTLGTIC,TouchPoint Integrated Communications,,8/17/2014,8/11/2014,71761547,Short Form,Call Center Internal
Results Treadmill,CAM50815 DODG2BXTDL2,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71761550,Online Display,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71761651,Online Shopping,Web
Bowflex Max Trainer,CAM51473 TESCN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761754,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51534 SPKEN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761758,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51473 TESCN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761759,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51534 SPKEN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761760,Short Form,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71761762,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51473 TESCN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71761863,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71761864,Electronic - UnSourced,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761971,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71761974,Electronic - Short Form,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762074,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71762174,Electronic - UnSourced,Web
Bowflex HVT,CAM50958 DSEHSF17A,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762274,Electronic - Short Form,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71762375,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71762376,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762775,Electronic - Short Form,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762875,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762876,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762877,Online Search,Web
Bowflex Selecttech Dumbbells,CAM34643 dodg2ddl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762878,Online Display,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71762975,Online Display,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71763075,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71763175,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71763379,Online Shopping,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71763881,Online Display,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71763983,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71764083,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71764188,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71764391,Online Shopping,Web
Bowflex Max Trainer,CAM51584 HDLNN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71764491,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM37741 dosbidsl9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71764492,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71764592,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM30753 dosg2dsl5,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71764693,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71764793,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/17/2017,8/14/2017,71764893,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM28157 SALESFOLLOWUP,Internal,,8/17/2017,8/14/2017,71764894,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71764895,Electronic - Short Form,Web
Bowflex Catalog,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71764998,Online Display,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71765098,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71765099,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51751 DSEECOLSF17D,Internal,,8/17/2017,8/14/2017,71765100,Electronic - Short Form,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/17/2017,8/17/2017,8/14/2017,71765101,Electronic - UnSourced,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/17/2017,8/14/2017,71765198,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71765199,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71765299,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71765399,Online Shopping,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71765600,Online Search,Web
Treadclimber,CAM51584 HDLNN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71765700,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51611 CMT*N60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71765905,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71765906,Online Shopping,Web
Bowflex HVT,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71766006,Online Shopping,Web
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71766106,Online Search,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71766308,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71766408,Online Search,Web
Treadclimber,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71766508,Online Display,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71766611,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71766711,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71766712,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71766812,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71766912,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767015,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71767316,Online Search,Web
Bowflex HVT,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767517,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767619,Electronic - Short Form,Web
Treadclimber,CAM49424 DOSG2T,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767723,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767724,Online Shopping,Web
Bowflex Max Trainer,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767825,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767826,Online Search,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/17/2017,8/14/2017,71767928,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71767930,Online Search,Web
Schwinn,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71768031,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71768032,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM37655 dosbitsl10,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71768131,Online Search,Web
Bowflex Max Trainer,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71768232,Short Form,Call Center Internal
Treadclimber,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71768233,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51534 SPKEN60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71768235,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71768237,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71768440,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71768441,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/17/2017,8/17/2017,8/14/2017,71768541,Electronic - UnSourced,Web
Bowflex Catalog,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71768644,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71768747,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71768847,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71768947,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71769047,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71769149,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71769249,Online Shopping,Web
Bowflex Home Gyms,CAM50802 DODG2HDL2,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71769349,Online Display,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71769449,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71769549,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71769649,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/17/2017,8/17/2017,8/14/2017,71769852,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71769953,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770053,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770253,Electronic - Short Form,Web
Treadclimber,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770353,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770454,Online Search,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770553,Online Display,Web
Bowflex Max Trainer,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770653,Short Form,Call Center Internal
Treadclimber,CAM51536 FOXNN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770654,Short Form,Call Center Internal
Bowflex Revolution,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770756,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770856,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71770956,Online Search,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771056,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51534 SPKEN60*M350STIC,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771157,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51523 IFC*N60*M350STIC,TouchPoint Integrated Communications,8/17/2017,8/17/2017,8/14/2017,71771259,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771361,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771362,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771461,Online Search,Web
Bowflex Home Gyms,CAM49655 SAWDOSG2GSL,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771561,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771563,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771564,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771565,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771566,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771663,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/17/2017,8/14/2017,71771763,Online Search,Web
Results Elliptical,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771863,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771864,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/17/2017,8/14/2017,71771963,Electronic - UnSourced,Web
