AdID Product Interest,PI Purchased (Item PI),Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,9/26/2016,10/2/2016,0,.00
Bowflex Max Trainer,Bowflex Home Gyms,Short Form,CAM49345 JUSTN120HAM7*TIC,Call Center Internal,9/26/2016,10/2/2016,1,1749.00
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,9/26/2016,10/2/2016,1,1549.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,9/26/2016,10/2/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/3/2016,10/3/2016,1,2758.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/3/2016,1,1899.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/3/2016,0,56.94
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/3/2016,2,3148.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/3/2016,0,37.96
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,10/3/2016,10/3/2016,0,37.96
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/3/2016,1,1935.95
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/3/2016,3,5956.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/3/2016,2,977.99
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,Web,10/3/2016,10/3/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/3/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,10/3/2016,10/3/2016,1,1249.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM47283 ICAOSGCDSL12,Web,10/3/2016,10/3/2016,1,449.00
Bowflex Home Gyms,Bowflex Home Gyms,Online Shopping,CAM45438 ICAOFG2GFEED1,Web,10/3/2016,10/3/2016,0,29.98
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/3/2016,10/3/2016,1,2058.00
Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,10/3/2016,10/3/2016,1,2688.09
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/3/2016,2,3148.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/3/2016,0,19.99
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/3/2016,10/4/2016,1,1249.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/4/2016,0,82.46
Bowflex Brand,Bowflex Revolution,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/4/2016,0,278.58
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/4/2016,1,699.00
Bowflex Brand,- None -,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,10/3/2016,10/4/2016,0,.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,10/3/2016,10/4/2016,1,2021.98
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/4/2016,0,223.95
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/4/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,10/3/2016,10/4/2016,1,1249.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM49688 SAWDOSBI,Call Center Internal,10/3/2016,10/4/2016,1,2599.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/4/2016,1,1717.97
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/4/2016,1,1249.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/4/2016,1,878.99
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,Web,10/3/2016,10/4/2016,1,2758.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/4/2016,1,2758.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45836 ICAOSGCESL3,Web,10/3/2016,10/4/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,10/3/2016,10/4/2016,2,3957.00
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,10/3/2016,10/4/2016,0,.00
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/3/2016,10/4/2016,1,1899.00
Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/3/2016,10/4/2016,0,99.00
Bowflex Max Trainer,Bowflex Home Gyms,Electronic - Short Form,CAM45694 ICASESF14B,Web,10/3/2016,10/5/2016,0,56.94
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,10/3/2016,10/5/2016,1,2799.00
Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,10/3/2016,10/5/2016,0,99.00
Bowflex Brand,- None -,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/5/2016,0,.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/5/2016,2,3798.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/5/2016,0,99.00
Bowflex Brand,Bowflex Revolution,Online Search,CAM37662 icaosgcwsl23,Call Center Internal,10/3/2016,10/5/2016,1,3099.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,10/3/2016,10/5/2016,1,2058.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,10/3/2016,10/5/2016,0,99.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/5/2016,0,237.98
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/5/2016,1,1899.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,Web,10/3/2016,10/5/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/5/2016,3,6397.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,10/3/2016,10/5/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,10/3/2016,10/5/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,10/3/2016,10/5/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM48775 SUNDN180JACFSTIC,Call Center Internal,10/3/2016,10/5/2016,1,2769.10
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49154 INSPN120J14FSTIC,Call Center Internal,10/3/2016,10/5/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM49154 INSPN120J14FSTIC,Call Center Internal,10/3/2016,10/5/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/5/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/5/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Print,CAM48693 DPEEPRINT15D,Call Center Internal,10/3/2016,10/6/2016,1,1249.00
Bowflex Max Trainer,Treadclimber,Electronic - Print,CAM48693 DPEEPRINT15D,Call Center Internal,10/3/2016,10/6/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/3/2016,10/6/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/3/2016,10/6/2016,0,99.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/6/2016,4,8455.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/6/2016,0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,10/3/2016,10/6/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,10/3/2016,10/6/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/3/2016,10/6/2016,1,1249.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/6/2016,0,244.96
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM40992 icaosbcgl1,Web,10/3/2016,10/6/2016,1,1549.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM40992 icaosbcgl1,Web,10/3/2016,10/6/2016,1,449.00
Treadclimber,Treadclimber,Online Search,CAM40998 icaosbctsl7,Web,10/3/2016,10/6/2016,1,4028.10
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,10/3/2016,10/6/2016,1,1057.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/6/2016,2,3148.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,10/3/2016,10/6/2016,1,1249.00
Treadclimber,Bowflex Max Trainer,Short Form,CAM48812 OXGNN60*HKINGTIC,Call Center Internal,10/3/2016,10/6/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49154 INSPN120J14FSTIC,Call Center Internal,10/3/2016,10/6/2016,1,2799.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM49154 INSPN120J14FSTIC,Call Center Internal,10/3/2016,10/6/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/6/2016,2,3848.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/6/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,10/3/2016,10/7/2016,1,2058.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/7/2016,1,1899.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/7/2016,0,308.97
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/7/2016,2,3957.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/7/2016,0,18.98
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,10/3/2016,10/7/2016,1,1249.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/7/2016,2,3148.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/7/2016,1,1408.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45849 ICAOSBCESL9,Web,10/3/2016,10/7/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Web,10/3/2016,10/7/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48227 ICAOXFBESCODE003,Web,10/3/2016,10/7/2016,1,2758.00
Treadclimber,Bowflex Max Trainer,Online Social,CAM49788 ICAOXFBTSCODETHANKS16,Web,10/3/2016,10/7/2016,1,2758.00
Treadclimber,Treadclimber,Online Social,CAM49788 ICAOXFBTSCODETHANKS16,Web,10/3/2016,10/7/2016,0,99.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM49339 SPKEN120HAM7*TIC,Call Center Internal,10/3/2016,10/7/2016,1,538.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49356 DISNN60*HAM7*TIC,Call Center Internal,10/3/2016,10/7/2016,1,2158.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,10/3/2016,10/7/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/7/2016,1,2599.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/8/2016,1,2058.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/8/2016,1,1717.97
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/8/2016,1,2758.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/8/2016,1,588.00
Bowflex Max Trainer,Bowflex Home Gyms,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/3/2016,10/8/2016,1,1961.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/3/2016,10/8/2016,1,1899.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/3/2016,10/8/2016,1,1117.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/3/2016,10/8/2016,1,2569.10
Bowflex Brand,Treadclimber,Online Search,CAM49688 SAWDOSBI,Call Center Internal,10/3/2016,10/8/2016,1,3838.99
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,10/3/2016,10/8/2016,1,2474.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/8/2016,0,113.99
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/8/2016,1,2758.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/8/2016,3,2423.99
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/8/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/8/2016,2,3148.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,10/3/2016,10/8/2016,1,2149.00
Treadclimber,Treadclimber,Online Social,CAM48219 SAWICAOXFBTSCODE,Call Center Internal,10/3/2016,10/8/2016,1,2474.00
Treadclimber,Treadclimber,Online Social,CAM49788 ICAOXFBTSCODETHANKS16,Web,10/3/2016,10/8/2016,1,2723.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49354 DTVSN60*HAM7*TIC,Call Center Internal,10/3/2016,10/8/2016,1,2058.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM49354 DTVSN60*HAM7*TIC,Call Center Internal,10/3/2016,10/8/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/8/2016,2,3957.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/3/2016,10/9/2016,1,2474.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/9/2016,0,237.98
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/9/2016,3,6556.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/9/2016,0,268.99
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/3/2016,10/9/2016,1,2474.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/3/2016,10/9/2016,1,1249.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/9/2016,1,1249.00
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,Web,10/3/2016,10/9/2016,1,2474.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,Web,10/3/2016,10/9/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/3/2016,10/9/2016,2,3398.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49816 TSN*C120MX100KST,Call Center Internal,10/3/2016,10/9/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/9/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/3/2016,10/9/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Call Center Internal,10/10/2016,10/10/2016,1,1899.00
Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45694 ICASESF14B,Call Center Internal,10/10/2016,10/10/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,10/10/2016,10/10/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/10/2016,10/10/2016,1,1249.00
Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,10/10/2016,10/10/2016,0,118.99
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/10/2016,10/10/2016,1,3824.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,10/10/2016,10/10/2016,2,4498.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/10/2016,10/10/2016,5,9754.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/10/2016,10/10/2016,3,2415.99
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/10/2016,10/10/2016,0,18.98
Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,10/10/2016,10/10/2016,1,1249.00
Treadclimber,Treadclimber,Online Search,CAM30896 SAWICAOSGCT,Call Center Internal,10/10/2016,10/10/2016,1,2488.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,Call Center Internal,10/10/2016,10/10/2016,1,1899.00
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,Web,10/10/2016,10/10/2016,3,4556.00
Treadclimber,Bowflex Selecttech Dumbbells,Online Search,CAM30841 icaosgctsl2,Web,10/10/2016,10/10/2016,1,449.00
Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,Web,10/10/2016,10/10/2016,0,99.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/10/2016,10/10/2016,0,54.98
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/10/2016,10/10/2016,2,3148.00
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,Web,10/10/2016,10/10/2016,0,18.98
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,Web,10/10/2016,10/10/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,Web,10/10/2016,10/10/2016,1,1249.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM40992 icaosbcgl1,Web,10/10/2016,10/10/2016,1,887.99
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,Web,10/10/2016,10/10/2016,1,699.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/10/2016,10/10/2016,4,8455.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45624 ICAOSGCESL2,Web,10/10/2016,10/10/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,10/10/2016,10/10/2016,1,2949.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,Web,10/10/2016,10/10/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47271 ICAOSGCESL10,Web,10/10/2016,10/10/2016,1,1249.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM47271 ICAOSGCESL10,Web,10/10/2016,10/10/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM47172 DOXFBEGL1,Call Center Internal,10/10/2016,10/10/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49821 GAMCC120MX100KST,Call Center Internal,10/10/2016,10/10/2016,1,1899.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,10/10/2016,10/10/2016,2,1367.00
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,10/10/2016,10/10/2016,0,118.99
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/10/2016,10/10/2016,2,4657.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/10/2016,10/10/2016,0,.00
Treadclimber,Bowflex Max Trainer,Electronic - Short Form,CAM19773 DPMESAWMAGTBS,Call Center Internal,10/10/2016,10/11/2016,1,2599.00
Treadclimber,Treadclimber,Electronic - Short Form,CAM19773 DPMESAWMAGTBS,Call Center Internal,10/10/2016,10/11/2016,0,99.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Call Center Internal,10/10/2016,10/11/2016,1,1249.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,10/10/2016,10/11/2016,1,2058.00
Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,10/10/2016,10/11/2016,0,99.00
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/10/2016,10/11/2016,0,.00
Bowflex Brand,Bowflex Revolution,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/10/2016,10/11/2016,1,3397.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/10/2016,10/11/2016,1,838.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Call Center Internal,10/10/2016,10/11/2016,1,3794.09
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/10/2016,10/11/2016,1,1899.00
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Web,10/10/2016,10/11/2016,1,4448.99
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,10/10/2016,10/11/2016,1,1900.98
Bowflex Brand,Bowflex Revolution,Online Search,CAM30891 SAWICAOSGCW,Call Center Internal,10/10/2016,10/11/2016,1,3099.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,Web,10/10/2016,10/11/2016,0,118.99
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,Web,10/10/2016,10/11/2016,1,2058.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,10/10/2016,10/11/2016,2,4816.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,10/10/2016,10/11/2016,1,1899.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM48368 FOX*NVODJACKDTIC,Call Center Internal,10/10/2016,10/11/2016,1,2758.00
Bowflex Max Trainer,Bowflex Revolution,Short Form,CAM48368 FOX*NVODJACKDTIC,Call Center Internal,10/10/2016,10/11/2016,1,3597.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM48368 FOX*NVODJACKDTIC,Call Center Internal,10/10/2016,10/11/2016,1,699.00
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/10/2016,10/11/2016,1,1899.00
Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,10/10/2016,10/11/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/10/2016,10/11/2016,1,2058.00
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,10/10/2016,10/11/2016,0,99.00
