Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71633647,Online Search,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633648,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633649,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633747,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71633748,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633749,Online Social,Web
Treadclimber,CAM37655 dosbitsl10,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71633847,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633848,Online Social,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633947,Electronic - Short Form,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71633948,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71633949,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633950,Online Social,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71633951,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71633952,Online Social,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634047,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634147,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634247,Online Social,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634248,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634249,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634347,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634349,Online Social,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634447,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634448,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634450,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634451,Online Social,Web
Bowflex Max Trainer,CAM50179 POPVIDBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634452,Online Video,Web
Bowflex Max Trainer,CAM50179 POPVIDBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634453,Online Video,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634547,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634548,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634549,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634647,Online Search,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634747,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634847,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634848,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634849,Online Social,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634948,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71634949,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635049,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635149,Online Search,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635249,Electronic - Short Form,Web
Treadclimber,CAM48473 DOSG2TSL39,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71635349,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635350,Online Search,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71635351,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50174 POPSFBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635449,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635549,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635550,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635552,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635649,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635749,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,11/10/2017,8/14/2017,8/14/2017,71635849,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635850,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635851,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71635949,Online Search,Web
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636049,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636050,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636051,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636150,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,Internal,,8/14/2017,8/14/2017,71636250,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM50178 POPSOBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636251,Online Social,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636252,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636253,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636352,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71636353,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71636354,Electronic - UnSourced,Web
Treadclimber,CAM37743 dosbigsl6,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71636452,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71636453,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71636552,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636553,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71636554,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71636653,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71636654,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636753,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71636853,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71636955,Electronic - UnSourced,Web
Treadclimber,CAM48637 P02161STWMNCSYPF,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71637056,Short Form,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71637057,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637058,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637059,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637158,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71637257,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637258,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71637357,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637358,Online Search,Web
Bowflex Catalog,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71637457,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637458,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637459,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637557,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637657,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637757,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637758,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637857,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637858,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71637957,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71637958,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638057,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638058,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638157,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638259,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,11/4/2017,8/14/2017,8/14/2017,71638260,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638261,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638262,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71638359,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71638559,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71638560,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71638561,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71638562,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638563,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638564,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638659,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638759,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71638760,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638761,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71638859,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638959,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638960,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638961,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71638962,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639059,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639060,Online Search,Web
Treadclimber,CAM50184 POPDISTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639061,Online Display,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639062,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639063,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639159,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639160,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639161,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639259,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639260,Online Search,Web
Treadclimber,CAM50184 POPDISTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639261,Online Display,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639359,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639360,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639361,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639362,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639363,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639364,Online Search,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639461,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639462,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71639463,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639561,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71639661,Electronic - UnSourced,Web
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71639662,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71639761,Online Shopping,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639861,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71639961,Online Search,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/14/2017,8/14/2017,71640061,Un-Sourced,Call Center Internal
Treadclimber,CAM50183 POPUNTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640062,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640162,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640163,Online Search,Web
Bowflex Catalog,CAM40820 1800BFXCATALOG,Internal,8/14/2017,8/14/2017,8/14/2017,71640262,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640263,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640363,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640364,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640365,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640463,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640563,Online Search,Web
Bowflex Max Trainer,CAM51530 DISAN60*M350STIC,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71640664,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640666,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640667,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640668,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640766,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640866,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71640966,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71640967,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71641070,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71641072,Online Search,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71641371,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71641471,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/14/2017,8/14/2017,71641571,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71641572,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71641573,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71641671,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/14/2017,8/14/2017,8/14/2017,71641771,Electronic - UnSourced,Web
Bowflex Catalog,CAM37117 dosg2gsl27,TouchPoint Integrated Communications,8/14/2017,8/14/2017,8/14/2017,71641872,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71641873,Online Search,Web
Bowflex Max Trainer,CAM51505 ION*N60*M350CTIC,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71641972,Short Form,Call Center Internal
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71641973,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71641974,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71641975,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642073,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642074,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642075,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642173,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642174,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642175,Online Search,Web
Treadclimber,CAM50186 POPSHOPTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642176,Online Shopping,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642273,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642374,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642375,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642376,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642377,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642474,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642574,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642674,Online Search,Web
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71642675,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71642676,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642677,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642774,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642874,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642875,Online Search,Web
Bowflex Max Trainer,CAM50180 POPSEABMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642876,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/14/2017,8/14/2017,71642877,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642878,Online Shopping,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642974,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642975,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642976,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71642977,Online Shopping,Web
Treadclimber,CAM50187 POPSOTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71642978,Online Social,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643074,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643075,Online Search,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643174,Online Search,Web
Treadclimber,CAM50186 POPSHOPTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643175,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71643176,Online Shopping,Web
Treadclimber,CAM50186 POPSHOPTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643177,Online Shopping,Web
Treadclimber,CAM50185 POPSEATRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643274,Online Search,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71643374,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71643375,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71643376,Online Shopping,Web
Bowflex Max Trainer,CAM50177 POPSHOPBMT,Internal,8/14/2017,8/14/2017,8/14/2017,71643377,Online Shopping,Web
Treadclimber,CAM50186 POPSHOPTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643378,Online Shopping,Web
Treadclimber,CAM50187 POPSOTRC,Internal,8/14/2017,8/14/2017,8/14/2017,71643379,Online Social,Web
