OrderNumber|Quantity|ListPrice|SalesDiscount|Freight|FreightDiscount|LineTotal|NetProduct|OrderSource|SKU_NUM|Sku_NM|Class
SO-71481379||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71481379|1|599.00||129.99|-129.99|599.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71481379|1|199.00||29.99|-29.99|199.00|199.00|Call Center|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71481380|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481384|1|11.19||.00|.00|.00|11.19|Call Center|8002604|HARDWARE CARD MAX TRN M3/M5|Other : Parts
SO-71481384||.00|-11.19||||-11.19|Call Center|Sales Discount||
SO-71481387|1|2199.00||199.99|-199.99|1999.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481387||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71481387|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481387||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71481387|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71481389|1|10.95||.00|.00|.00|10.95|Call Center|8003587|AC/DC POWER ADAPTER, 9VDC|Other : Parts
SO-71481389||.00|-10.95||||-10.95|Call Center|Sales Discount||
SO-71481391|1|2199.00||199.99|-199.99|1759.20|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481391||.00|-439.80||||-439.80|Call Center|Sales Discount||
SO-71481395|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481396|1|59.95||9.95|-9.95|59.95|59.95|Call Center|8006922|BOWFLEX BODY FITNESS SHAKE, FRENCH VANILLA - SINGLES|Nutrition
SO-71481396|1|29.95||4.95|-4.95|29.95|29.95|Call Center|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481399|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481399|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481400|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481400||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481401|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481401||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481401|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71481401|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481401||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71481405|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481405||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481405|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481404|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481408|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481409|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481410|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481410|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481411|1|14.99||8.99|-8.99|14.99|14.99|Web|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71481415|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481415||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481418|1|399.00||39.99|.00|438.99|399.00|Web|100243|BFX BodyTower|Strength : Other Free Weights
SO-71481421|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481421||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481425|1|9.99||7.99|.00|17.98|9.99|Web|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71481413|1|2199.00||199.99|-179.99|2019.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481413||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71481414|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481414||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71481416|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71481416||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71481416|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71481417|1|14.99||5.99|.00|20.98|14.99|Web|004-0657|BFX Weight Loss Plan|Other : Parts
SO-71481417|1|99.95||14.95|.00|114.90|99.95|Web|8006920|BOWFLEX BODY FITNESS SHAKE, POUCH, FRENCH VANILLA|Nutrition
SO-71481417|1|29.95||4.95|.00|34.90|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481417|1|19.95||4.95|.00|24.90|19.95|Web|8006911|BOWFLEX BODY FITNESS BOOST, ANTIOXIDANT, MIXED BERRY|Nutrition
SO-71481417|1|29.95||4.95|.00|34.90|29.95|Web|8006916|BOWFLEX BODY ENERGY BOOST, PRE-WORKOUT, BERRY POMEGRANATE|Nutrition
SO-71481417|1|39.95||4.95|.00|44.90|39.95|Web|8006914|BOWFLEX BODY FITNESS BOOST, PROTEIN, PEANUT BUTTER|Nutrition
SO-71481417|1|9.95||2.95|.00|12.90|9.95|Web|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71481422|1|40.00||.00|.00|40.00|40.00|Web|004-5563|Men's Weighted Vest|Other : Catalog Sourced
SO-71481422|1|35.00||.00|.00|35.00|35.00|Web|004-5564|Women's Weighted Vest|Other : Catalog Sourced
SO-71481424|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481424|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481426|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481427|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481427|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481429|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481431|1|2199.00||199.99|.00|2198.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481431||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481431|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71481432|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481432||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481432|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71481432|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481432||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71481438|1|24.95||4.95|.00|29.90|24.95|Web|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71481438|1|99.95||14.95|.00|114.90|99.95|Web|8006920|BOWFLEX BODY FITNESS SHAKE, POUCH, FRENCH VANILLA|Nutrition
SO-71481438|1|29.95||4.95|.00|34.90|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481438|1|39.95||4.95|.00|44.90|39.95|Web|8006914|BOWFLEX BODY FITNESS BOOST, PROTEIN, PEANUT BUTTER|Nutrition
SO-71481438|1|19.95||4.95|.00|24.90|19.95|Web|8006911|BOWFLEX BODY FITNESS BOOST, ANTIOXIDANT, MIXED BERRY|Nutrition
SO-71481433|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71481433||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71481447|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481435|1|99.95||14.95|.00|114.90|99.95|Web|8006920|BOWFLEX BODY FITNESS SHAKE, POUCH, FRENCH VANILLA|Nutrition
SO-71481435|1|9.95||2.95|.00|12.90|9.95|Web|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71481435|2|59.90||9.90|.00|69.80|59.90|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481439|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481436|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481440|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481437|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481437|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481441|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481441||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71481443|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71481443||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71481443|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71481443|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71481444|1|99.95||14.95|.00|99.91|99.95|Web|8006920|BOWFLEX BODY FITNESS SHAKE, POUCH, FRENCH VANILLA|Nutrition
SO-71481444||.00|-14.99|.00|.00|.00|-14.99|Web|Sales Discount||
SO-71481444|2|59.90||9.90|.00|60.81|59.90|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481444||.00|-8.99|.00|.00|.00|-8.99|Web|Sales Discount||
SO-71481445|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481446|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481446||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481448|1|99.00||9.99|.00|99.09|99.00|Web|000-3667|"BFX Machine Mat 37.5 x 99.5"""|Strength : Home Gyms : Accessories
SO-71481448||.00|-9.90||||-9.90|Web|Sales Discount||
SO-71481449|1|2199.00||199.99|-199.99|1759.20|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481449||.00|-439.80||||-439.80|Web|Sales Discount||
SO-71481452|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481452||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71481453|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481453|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481454|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481454|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71481457|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71481457|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71481457|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71481459|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481459|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481455|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481456|1|3299.00||199.99|-199.99|3099.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481456||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481456|1|49.99||9.99|-9.99|.00|49.99|Web|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71481456||.00|-49.99|.00|.00|.00|-49.99|Web|Sales Discount||
SO-71481456|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481456||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71481460|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481460||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481461|2|59.90||9.90|-9.90|59.90|59.90|Call Center|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481461|1|19.95||4.95|-4.95|19.95|19.95|Call Center|8006911|BOWFLEX BODY FITNESS BOOST, ANTIOXIDANT, MIXED BERRY|Nutrition
SO-71481461|3|29.85||8.85|-8.85|29.85|29.85|Call Center|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71481462|1|24.99||5.99|.00|30.98|24.99|Web|000-3675|U2 5 Point Foot Harness|Strength : Home Gyms : Accessories
SO-71481463|1|39.95||4.95|.00|44.90|39.95|Web|8006914|BOWFLEX BODY FITNESS BOOST, PROTEIN, PEANUT BUTTER|Nutrition
SO-71481463|1|19.95||4.95|.00|24.90|19.95|Web|8006911|BOWFLEX BODY FITNESS BOOST, ANTIOXIDANT, MIXED BERRY|Nutrition
SO-71481465|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481466|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481466||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481466|1|99.00||9.99|-9.99|98.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481466||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71481467|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481470|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481470|1|99.00||9.99|.00|108.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481471|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481471||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481472|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481472||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481472|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71481472|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481472||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71481473|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481473||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71481477|1|99.95||14.95|-14.95|99.95|99.95|Web|8006920|BOWFLEX BODY FITNESS SHAKE, POUCH, FRENCH VANILLA|Nutrition
SO-71481477|1|29.95||4.95|-4.95|29.95|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481478|1|9.99||7.99|.00|17.98|9.99|Web|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71481479|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481480|1|24.95||4.95|-4.95|24.95|24.95|Web|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71481482|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481482||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481483|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481483|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481484|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481485|1|2199.00||199.99|.00|2398.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481485|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71481486|1|599.00||129.99|.00|728.99|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71481487|1|1599.00||150.00|-150.00|1598.99|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481487||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71481487|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481488|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481492|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481492|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481493|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481494|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481494||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71481495|1|21.50||9.99|-9.99|21.50|21.50|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481496|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481497|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481498|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481499|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481499||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481499|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481499||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71481500|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481501|1|7.99||7.99|.00|15.98|7.99|Web|12775|Tether  Safety  KK2731|Other : Parts
SO-71481502|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481502||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71481504|1|599.00||249.99|-249.99|599.00|599.00|Web|100326|SCH 430 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71481505|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71481506|1|99.00||10.99|.00|109.99|99.00|Web|10071|Rod Pack  410# upgrade|Strength : Home Gyms : Accessories
SO-71481508|1|1599.00||150.00|.00|1649.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481508||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71481510|1|5.99||7.99|.00|13.98|5.99|Web|51525|Mult - Handgrip (Pair)|Other : Parts
SO-71481511|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481511||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71481511|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481512|1|18.99||5.99|.00|24.98|18.99|Web|004-7188|AC Power Supply Kit|Other : Parts
SO-71481513|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481514|1|24.95||4.95|.00|29.90|24.95|Web|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71481517|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481518|1|2199.00||199.99|.00|2198.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71481518||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71481518|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71481519|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481520|1|1599.00||169.99|-169.99|1599.00|1599.00|Call Center|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71481520|1|99.00||10.99|-10.99|99.00|99.00|Call Center|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71481521|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481521|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71481522|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481522||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71481523|1|5.31||.00|.00|.00|5.31|Call Center|003-8938|Lower Console Cable|Other : Parts
SO-71481523|1|20.01||.00|.00|.00|20.01|Call Center|74025|PARK TOOL CRK PULL|Other : Parts
SO-71481523||.00|-25.32||||-25.32|Call Center|Sales Discount||
SO-71481524|1|1599.00||150.00|-150.00|1449.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481524||.00|-150.00|.00|.00|.00|-150.00|Call Center|Sales Discount||
SO-71481525|2|59.90||9.90|.00|69.80|59.90|Call Center|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71481526|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481527|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481527|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71481528|1|24.77||.00|.00|24.77|24.77|Call Center|003-8937|Servo Motor|Other : Parts
SO-71481529|1|39.99||.00|.00|39.99|39.99|Web|90710|Schwinn Airdyne Reading Stand|Cardio : Bikes : Accessories
SO-71481531|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71481533|1|24.95||4.95|-4.95|24.95|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71481537|1|23.57||.00|.00|23.57|23.57|Call Center|003-5312|Single Deck Kit|Other : Parts
