ID|Product Interest|Sub-Channel|Origin|Ad ID|Market Channel|URL Group|Promotion Code Offer|Promotion Code Offer Detail|Inquiry Date|Info Kit Date
CUS-19734021|Treadclimber|Web|Web|CAM37440 dosg2tsl21|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/28/2014|5/15/2015
CUS-19734041|Treadclimber|Web|Web|CAM41084 dodmagtdl4|Online Display||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/28/2014|5/7/2015
CUS-19734497|Treadclimber|Web|Third Party Call Center - Evolve|CAM45350 METVN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|9/28/2014|5/24/2015
CUS-19734980|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|9/29/2014|5/25/2015
CUS-19735140|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/29/2014|6/5/2015
CUS-19735296|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|9/29/2014|5/7/2015
CUS-19735719|Treadclimber|Call Center|Call Center Internal|CAM45640 ION*N120WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|9/29/2014|5/31/2015
CUS-19735869|Treadclimber|Call Center|Call Center Internal|CAM44975 INSPN180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|9/29/2014|6/26/2015
CUS-19736232|Treadclimber|Call Center|Call Center Internal|CAM44975 INSPN180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|9/30/2014|6/20/2015
CUS-19736638|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|9/30/2014|6/26/2015
CUS-19737492|Bowflex Catalog|Web|Web|CAM32380 dosmsncsl1|Online Search|MSN|BFC|Catalog - Default Offer (Satisfaction Guarantee)|9/30/2014|5/26/2015
CUS-19737786|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/1/2014|5/15/2015
CUS-19738246|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/1/2014|6/13/2015
CUS-19738537|Treadclimber|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|10/1/2014|6/30/2015
CUS-19738826|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/1/2014|5/27/2015
CUS-19738876|Bowflex Max Trainer|Web|Web|CAM44436 dosg2esl2|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/1/2014|6/3/2015
CUS-19740316|Bowflex Max Trainer|Web|Web|CAM45387 DSEESF14E|Electronic - Short Form|TV|E1HFSM5|M5 - $100 Off, Free Ship (OM 1737)|10/3/2014|5/9/2015
CUS-19740400|Treadclimber|Call Center|Call Center Internal|CAM45673 LMN*L60*WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/3/2014|6/12/2015
CUS-19741661|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/4/2014|6/2/2015
CUS-19741804|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/4/2014|6/25/2015
CUS-19742034|Bowflex Max Trainer|Web|Third Party Call Center - Evolve|CAM44534 ION*N120BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|10/4/2014|5/11/2015
CUS-19743339|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/5/2014|5/17/2015
CUS-19743665|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/5/2014|6/24/2015
CUS-19744441|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/6/2014|6/1/2015
CUS-19745575|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/7/2014|6/16/2015
CUS-19745757|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/7/2014|5/7/2015
CUS-19746122|Bowflex Home Gyms|Web|Web|CAM32136 deggbhg|Electronic - UnSourced|Unsourced|BFX1024||10/7/2014|5/13/2015
CUS-19746408|Treadclimber|Web|Third Party Call Center - Evolve|CAM45954 SUNDN180WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/8/2014|6/24/2015
CUS-19748103|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/9/2014|6/17/2015
CUS-19748752|Treadclimber|Web|Web|CAM45803 DOVHULUTVL3|Online Video|Hulu|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/9/2014|6/21/2015
CUS-19748918|Treadclimber|Web|Web|CAM43667 dosg2tmobile5|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/10/2014|5/19/2015
CUS-19749152|Bowflex Max Trainer|Web|Web|CAM44433 dege1sitemx|Electronic - UnSourced||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/10/2014|5/14/2015
CUS-19750016|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/11/2014|6/6/2015
CUS-19750225|Treadclimber|Web|Web|CAM37492 dosbitsl5|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/11/2014|5/23/2015
CUS-19750749|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/11/2014|5/7/2015
CUS-19751238|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|10/11/2014|5/16/2015
CUS-19751308|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/11/2014|6/24/2015
CUS-19751405|Bowflex Max Trainer|Web|Third Party Call Center - Evolve|CAM45602 SUNDN180BFMAXTIC|Short Form||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/12/2014|6/4/2015
CUS-19751882|Bowflex Max Trainer|Web|Web|CAM45566 QREMENSFITNESS|Electronic - Print|QR Codes|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/12/2014|5/17/2015
CUS-19740507|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44236 SAWMAX|Electronic - UnSourced||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/12/2014|5/19/2015
CUS-19752778|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|10/13/2014|5/26/2015
CUS-19753422|Bowflex Max Trainer|Web|Web|CAM44187 dseesf14c|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/13/2014|5/31/2015
CUS-19753670|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/13/2014|5/5/2015
CUS-19753995|Treadclimber|Web|Web|CAM45453 DEMTTCEM3945|Email - Conversion Stream||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/13/2014|6/7/2015
CUS-19754303|Treadclimber|Web|Third Party Call Center - Evolve|CAM45546 SUNDN180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/14/2014|5/24/2015
CUS-19754341|Treadclimber|Web|Third Party Call Center - Evolve|CAM44963 FOXNN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/14/2014|5/30/2015
CUS-19754577|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/14/2014|5/11/2015
CUS-19755043|Treadclimber|Web|Web|CAM45802 DSETSF14A|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/14/2014|5/19/2015
CUS-19755156|Treadclimber|Call Center|Call Center Internal|CAM45350 METVN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/14/2014|6/29/2015
CUS-19755567|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/15/2014|5/13/2015
CUS-19755630|Treadclimber|Call Center|Call Center Internal|CAM45641 INSPN120WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/15/2014|5/27/2015
CUS-19755854|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/15/2014|5/25/2015
CUS-19756145|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/15/2014|5/21/2015
CUS-19756644|Treadclimber|Call Center|Call Center Internal|CAM45350 METVN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/15/2014|6/29/2015
CUS-19688961|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/16/2014|5/6/2015
CUS-19525533|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/16/2014|5/18/2015
CUS-19758996|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/17/2014|6/6/2015
CUS-19759335|Bowflex Max Trainer|Web|Web|CAM44436 dosg2esl2|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/17/2014|6/12/2015
CUS-19759297|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM45639 HALMN120WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/17/2014|5/6/2015
CUS-19760167|Treadclimber|Web|Web|CAM37492 dosbitsl5|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/18/2014|6/3/2015
CUS-19760722|Bowflex Max Trainer|Web|Web|CAM44187 dseesf14c|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/18/2014|6/5/2015
CUS-19760908|Bowflex Max Trainer|Web|Web|CAM46025 DEMEBMEM4045|Email - Promotion||E1HFSM5|M5 - $100 Off, Free Ship (OM 1737)|10/18/2014|6/29/2015
CUS-19760979|Treadclimber|Web|Third Party Call Center - Evolve|CAM45639 HALMN120WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/18/2014|6/21/2015
CUS-19761862|Treadclimber|Web|Web|CAM36435 dsetsf11h|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/19/2014|5/1/2015
CUS-19761797|Treadclimber|Call Center|Call Center Internal|CAM45653 METVN120WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/19/2014|5/26/2015
CUS-19762036|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/19/2014|5/3/2015
CUS-19762083|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/19/2014|5/5/2015
CUS-19762313|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/19/2014|5/15/2015
CUS-19762627|Treadclimber|Web|Third Party Call Center - West|CAM45673 LMN*L60*WALKATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/19/2014|5/8/2015
CUS-19762673|Treadclimber|Web|Web|CAM41091 dodrftdl5|Online Display||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/19/2014|5/28/2015
CUS-19762782|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/19/2014|5/16/2015
CUS-19762880|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|10/19/2014|6/29/2015
CUS-19763662|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/20/2014|5/16/2015
CUS-19763878|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/20/2014|6/17/2015
CUS-19763996|Treadclimber|Call Center|Call Center Internal|CAM133 1800BOWFLEX_TRC|Electronic - UnSourced||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/20/2014|6/23/2015
CUS-19765216|Bowflex Max Trainer|Call Center|Call Center Internal|CAM45492 PUREN180BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|10/21/2014|5/23/2015
CUS-19765666|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/21/2014|5/3/2015
CUS-19765932|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/22/2014|5/24/2015
CUS-19766353|Bowflex Max Trainer|Web|Web|CAM45561 DPEEPRINT14B|Electronic - Print|Print|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/22/2014|6/27/2015
CUS-19767477|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/23/2014|5/25/2015
CUS-19768009|Treadclimber|Web|Web|CAM32126 dofpgtfeed1|Online Shopping|Price Grabber|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/23/2014|5/23/2015
CUS-19768268|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/23/2014|5/27/2015
CUS-19768332|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/23/2014|5/8/2015
CUS-19768342|Treadclimber|Web|Web|CAM36075 dsetsf11a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/23/2014|6/22/2015
CUS-19768359|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/23/2014|5/17/2015
CUS-19768690|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/24/2014|5/25/2015
CUS-19769436|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/24/2014|5/6/2015
CUS-19769638|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|10/24/2014|6/6/2015
CUS-19769773|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/24/2014|6/20/2015
CUS-19770607|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|5/25/2015
CUS-19770835|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|6/3/2015
CUS-19770901|Treadclimber|Web|Web|CAM43667 dosg2tmobile5|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|5/7/2015
CUS-19770984|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|5/20/2015
CUS-19771051|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|5/5/2015
CUS-19771351|Treadclimber|Web|Web|CAM31082 dosg2tgl1tc|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|6/11/2015
CUS-19771385|Treadclimber|Web|Web|CAM36075 dsetsf11a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/25/2014|5/13/2015
CUS-19771732|Bowflex Max Trainer|Web|Web|CAM44436 dosg2esl2|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/26/2014|5/24/2015
CUS-19772085|Treadclimber|Web|Third Party Call Center - West|CAM45966 TBS*P60*GRT2HWST|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/26/2014|5/16/2015
CUS-19773063|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/26/2014|5/7/2015
CUS-19774177|Treadclimber|Web|Third Party Call Center - West|CAM44832 CM22P120GRT2HWST|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|10/27/2014|5/26/2015
CUS-19774513|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/27/2014|6/20/2015
CUS-19774610|Treadclimber|Web|Shoptext|CAM30938 SHOPTEXTWALK|Other - Agency||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/27/2014|5/28/2015
CUS-19774700|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/28/2014|6/20/2015
CUS-19774739|Bowflex Max Trainer|Web|Web|CAM44433 dege1sitemx|Electronic - UnSourced||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/28/2014|5/26/2015
CUS-19775824|Treadclimber|Web|Web|CAM36435 dsetsf11h|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/28/2014|6/22/2015
CUS-19776188|Bowflex Max Trainer|Web|Web|CAM45911 DODADCEDL4|Online Display|Adconion|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/29/2014|5/16/2015
CUS-19777460|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/29/2014|6/26/2015
CUS-19777800|Bowflex Max Trainer|Web|Web|CAM44564 dosbiesl4|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|10/30/2014|5/28/2015
CUS-19778048|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|10/30/2014|5/3/2015
CUS-19778223|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|10/30/2014|5/14/2015
CUS-19778775|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/31/2014|6/19/2015
CUS-19779202|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/31/2014|5/11/2015
CUS-19779416|Treadclimber|Web|Web|CAM43667 dosg2tmobile5|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|10/31/2014|5/5/2015
CUS-19781076|Bowflex Max Trainer|Web|Web|CAM44191 dseesf14d|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|11/1/2014|6/6/2015
CUS-19783178|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/2/2014|5/4/2015
CUS-19756349|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|11/2/2014|5/15/2015
CUS-19783321|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/3/2014|6/11/2015
CUS-19783790|Treadclimber|Web|Web|CAM37492 dosbitsl5|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/3/2014|5/23/2015
CUS-5225025|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44405 SPKEN120BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|11/3/2014|5/11/2015
CUS-19784484|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/3/2014|6/8/2015
CUS-19784627|Treadclimber|Web|Web|CAM32123 dofg2tfeed1|Online Shopping|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/3/2014|5/14/2015
CUS-19785039|Bowflex Max Trainer|Web|Web|CAM45798 DSEESF14H|Electronic - Short Form|TV|E1HFSM5|M5 - $100 Off, Free Ship (OM 1737)|11/4/2014|6/15/2015
CUS-19785459|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|11/4/2014|5/14/2015
CUS-19785548|Treadclimber|Call Center|Call Center Internal|CAM45005 OWN*N180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/4/2014|5/27/2015
CUS-19785725|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/4/2014|6/9/2015
CUS-19785781|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/4/2014|6/23/2015
CUS-19785936|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/4/2014|5/15/2015
CUS-19786038|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|11/4/2014|5/22/2015
CUS-19786084|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/4/2014|5/26/2015
CUS-19786654|Bowflex Max Trainer|Web|Web|CAM44436 dosg2esl2|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|11/5/2014|6/20/2015
CUS-19787773|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|11/5/2014|5/25/2015
CUS-19592489|Bowflex Max Trainer|Call Center|Call Center Internal|CAM45601 VEL*N180BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|11/6/2014|6/22/2015
CUS-19789008|Treadclimber|Web|Web|CAM46146 DOSBITSL17|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/6/2014|6/30/2015
CUS-19789657|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/7/2014|5/11/2015
CUS-9980137|Treadclimber|Call Center|Call Center Internal|CAM46137 SPKEL60*WLKMFTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/7/2014|6/2/2015
CUS-19790632|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/7/2014|5/10/2015
CUS-19791757|Treadclimber|Call Center|Call Center Internal|CAM46203 LMN*L60*WLKMFTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|11/8/2014|6/9/2015
CUS-19794052|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/9/2014|5/2/2015
CUS-19794284|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/9/2014|5/21/2015
CUS-19794468|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/9/2014|5/25/2015
CUS-19794384|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|11/9/2014|6/10/2015
CUS-19794942|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/9/2014|5/11/2015
CUS-19795376|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/10/2014|6/3/2015
CUS-19689821|Bowflex Max Trainer|Call Center|Call Center Internal|CAM45327 1800MAXTRAINER|Un-Sourced||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|11/10/2014|6/26/2015
CUS-19797912|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|11/11/2014|6/11/2015
