SO-71382273|1|44.99||4.99|-4.99|44.99|44.99|Call Center|005-0022|Gaiam?s Calorie Coach from Ore|Other : Catalog Sourced
SO-71384238||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384239|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384258|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384258||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384218|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384218||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384251|1|1599.00||150.00|-150.00|1449.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384251||.00|-150.00|.00|.00|.00|-150.00|Call Center|Sales Discount||
SO-71384251|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384251||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384256|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384220|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384220||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384233|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384233|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384254|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384254||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384254|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384254||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384260|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384223|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384223||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71384225|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384229|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384224|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384224|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384227|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384227||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384231|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384255|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384255||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384228|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384228||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384245|1|1599.00||169.99|.00|1768.98|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71384245||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71384245|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71384245|1|199.99||29.99|.00|229.98|199.99|Web|001-3354|Gym Style Ab Crunch Attachment|Strength : Home Gyms : Accessories
SO-71384261|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384261||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384250|1|3299.00||199.99|-199.99|2899.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384250||.00|-400.00|.00|.00|.00|-400.00|Call Center|Sales Discount||
SO-71384257|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384257||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384257|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384263|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71384264|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384264||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384264|1|14.99||3.99|-3.99|14.99|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384264|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71384264|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384264||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384265|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384265||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384266|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384267|1|599.00||249.99|-249.99|599.00|599.00|Web|100326|SCH 430 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71384268|1|129.95||24.95|-24.95|129.95|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SO-71384269|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384270|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384270|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384271|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384272|1|1599.00||169.99|-169.99|1299.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71384272||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384272|1|99.00||9.99|-9.99|.00|99.00|Web|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71384272||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384273|1|24.95||4.95|-4.95|24.95|24.95|Web|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71384274|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384274||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384274|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384275|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384275||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71384277|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384277||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384278|1|99.00||9.99|-9.99|99.00|99.00|Web|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71384278|1|399.00||49.99|-49.99|399.00|399.00|Web|100195|SCH A40 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71384279|1|24.95||4.95|.00|29.90|24.95|Web|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71384279|1|29.95||4.95|.00|34.90|29.95|Web|8006918|BOWFLEX BODY ENERGY BOOST, DAILY ENERGY, PASSION FRUIT|Nutrition
SO-71384280|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384280||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384281|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71384305|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71384308|1|99.00||9.99|.00|99.09|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384308||.00|-9.90|.00|.00|.00|-9.90|Web|Sales Discount||
SO-71384282|1|599.00||129.99|-129.99|549.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71384282||.00|-50.00|.00|.00|.00|-50.00|Call Center|Sales Discount||
SO-71384282|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10172|"BFX 79x37"" Mat"|Strength : Home Gyms : Accessories
SO-71384283|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384283||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384283|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71384283|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384283||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384286|1|499.00||59.99|-59.99|499.00|499.00|Web|100338|SCH 270 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71384284|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384284||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384284|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384284||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384285|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384287|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384287||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384291|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384291|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384302|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384302|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384304|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384304|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384292|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384292||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384292|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384292|1|13.99||2.99|-2.99|13.99|13.99|Web|003-4172|Bfx Camelbak Btl (BPA Free)red|Other : Catalog Sourced
SO-71384292|1|19.99||2.99|-2.99|19.99|19.99|Web|8005105|MAX TRAINER MEN'S T-SHIRT - M|Other : Catalog Sourced
SO-71384293|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384296|3|35.97||23.97|.00|59.94|35.97|Web|8006325|ROLLERS, KIT OF 2 W/ENDCAPS|Other : Parts
SO-71384294|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384294||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384294|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384294||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384312|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384314|1|999.00||199.99|.00|1198.99|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71384314|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384314||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384316|1|9.99||7.99|.00|17.98|9.99|Web|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71384299|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384301|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384309|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384309|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384319|1|9.99||7.99|-7.99|9.99|9.99|Web|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71384331|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71384335|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384306|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384306||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384306|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384306||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384307|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384307||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71384310|1|999.00||299.99|-299.99|999.00|999.00|Web|100403|SCH 870 TREADMILL|Cardio : Treadmills : Treadmills
SO-71384310|1|249.00||.00|.00|249.00|249.00|Web|IHA-100403|Schwinn 870 Treadmill Assembly|Other : Service : In Home Assembly
SO-71384313|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384313||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384317|2|198.00||19.98|-19.98|198.00|198.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384317|1|49.99||9.99|-9.99|49.99|49.99|Call Center|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71384317|1|349.00||.00|.00|349.00|349.00|Call Center|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71384317|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71384318|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384318||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384318|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71384318|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384318||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384321|1|499.00||59.99|-59.99|499.00|499.00|Call Center|100338|SCH 270 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71384321|1|129.00||.00|.00|129.00|129.00|Call Center|IHA-100338|Schwinn 270 Assembly|Other : Service : In Home Assembly
SO-71384321|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384322|1|2186.00||199.99|-199.99|1886.00|2186.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384322||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384323|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384323||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384323|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384328|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384328||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384328|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384328||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384324|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384325|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384364|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384364||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384364|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384364||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384326|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384326||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384326|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384326||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384338|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384338||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384347|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384347||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384370|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384327|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384327||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384327|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384327||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384340|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384340||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384369|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384374|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384374||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71384374|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384374||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384383|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384329|1|599.00||249.99|-249.99|599.00|599.00|Call Center|100326|SCH 430 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71384329|1|99.00||.00|.00|99.00|99.00|Call Center|98316|SCH MAT W/LOGO 3'X6.5'|Cardio : Ellipticals : Accessories
SO-71384330|1|39.99||.00|.00|39.99|39.99|Web|90710|Schwinn Airdyne Reading Stand|Cardio : Bikes : Accessories
SO-71384332|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384332|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384332||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384332|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384341|1|14.99||3.99|.00|18.98|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71384333|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384333||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71384333|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384333||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384333|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71384334|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384334||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71384334|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384336|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384336|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384337|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384337|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71384339|1|2199.00||199.99|-199.99|1999.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384339||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71384339|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384339||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71384342|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384342|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71384351|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71384351||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71384351|1|249.00||.00|.00|249.00|249.00|Web|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71384351|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384351||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71384356|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384356||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71384346|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384346||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71384348|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384348|1|99.00||9.99|-9.99|99.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71384349|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384350|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71384350||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71384357|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71384354|2|11.98||15.98|.00|27.96|11.98|Call Center|51525|Mult - Handgrip (Pair)|Other : Parts
