Internal ID,Name,Document Number,Line ID,Item,PO Inventory Status,Line Number,Quantity in Transaction Units,Expected Receipt Date,Departed Date
7910315,Minister of Finance BC,PO-2581,145,CA-E,,,-1,,
7971266,Receiver General,PO-2604,11,CA-E,,,-1,,
7971266,Minister of Finance BC,PO-2604,12,CA-E,,,-1,,
7973755,Receiver General,PO-2605,141,CA-E,,,-1,,
7973755,Minister of Finance BC,PO-2605,142,CA-E,,,-1,,
7981628,,PO-2606,1,Cartons,,1,2,8/1/2014,
7981628,,PO-2606,2,Cartons,,2,5,8/1/2014,
7981628,,PO-2606,3,Cartons,,3,16,8/1/2014,
7981628,,PO-2606,4,Cartons,,4,4,8/1/2014,
7981628,,PO-2606,5,Packaging Supplies,,5,2,8/1/2014,
7981628,,PO-2606,6,Packaging Supplies,,6,2,8/1/2014,
7981628,,PO-2606,7,Packaging Supplies,,7,2,8/1/2014,
7981628,,PO-2606,8,Packaging Supplies,,8,3,8/1/2014,
7981628,,PO-2606,9,Packaging Supplies,,9,2,8/1/2014,
7981628,,PO-2606,10,Packaging Supplies,,10,2,8/1/2014,
7981628,,PO-2606,11,Packaging Supplies,,11,2,8/1/2014,
7981628,,PO-2606,12,Packaging Supplies,,12,9,8/1/2014,
7981628,,PO-2606,13,Packaging Supplies,,13,16,8/1/2014,
7981628,,PO-2606,14,Packaging Supplies,,14,2,8/1/2014,
7981628,,PO-2606,15,Repairs & Maintenance,,15,1,8/1/2014,
8099002,CUS-19571194PRJ-2 inNLS CORP ORDERS - Direct Marketing (NFC) : Direct Conversion Stream,PO-2614,1,Prepaid Marketing Expenses,,1,2752.72,8/4/2014,
8099002,Receiver General,PO-2614,8,CA-E,,,-1,,
8099002,Minister of Finance BC,PO-2614,9,CA-E,,,-1,,
8104676,Receiver General,PO-2615,147,CA-E,,,-1,,
8104676,Minister of Finance BC,PO-2615,148,CA-E,,,-1,,
8105306,Receiver General,PO-2616,14,CA-E,,,-1,,
8105306,Minister of Finance BC,PO-2616,15,CA-E,,,-1,,
8109216,Receiver General,PO-2619,40,CA-E,,,-1,,
8109216,Minister of Finance BC,PO-2619,41,CA-E,,,-1,,
8109229,Receiver General,PO-2620,14,CA-E,,,-1,,
8109229,Minister of Finance BC,PO-2620,15,CA-E,,,-1,,
8112734,,PO-2621,1,SAMPLES - ALL DEPARTMENTS,In Transit,1,2,9/24/2014,
8112734,,PO-2621,2,SAMPLES - ALL DEPARTMENTS,In Transit,2,1,9/26/2014,
8134995,,PO-2625,1,Packaging Supplies,,1,19.8,8/5/2014,
8136012,,PO-2626,1,Prototypes - PD,,1,6,8/5/2014,
8136012,,PO-2626,2,Prototypes - PD,,2,6,8/5/2014,
8136012,,PO-2626,3,Prototypes - PD,,3,6,8/5/2014,
8136012,,PO-2626,4,Prototypes - PD,,4,6,8/5/2014,
8144851,Receiver General,PO-2628,49,CA-E,,,-1,,
8144851,Minister of Finance BC,PO-2628,50,CA-E,,,-1,,
8153193,,PO-2629,1,Packaging Supplies,,1,15,8/5/2014,
8154539,Receiver General,PO-2630,4349,CA-E,,,-1,,
8154539,Minister of Finance BC,PO-2630,4350,CA-E,,,-1,,
8159011,Receiver General,PO-2635,14,CA-E,,,-1,,
8159011,Minister of Finance BC,PO-2635,15,CA-E,,,-1,,
8159218,Receiver General,PO-2636,144,CA-E,,,-1,,
8159218,Minister of Finance BC,PO-2636,145,CA-E,,,-1,,
8164585,,PO-2638,1,Media - Print,,1,100000,8/5/2014,
8164585,,PO-2638,2,Media - Print,,2,100000,8/5/2014,
8180102,Receiver General,PO-2644,6593,CA-E,,,-1,,
8180102,Minister of Finance BC,PO-2644,6594,CA-E,,,-1,,
8181621,Receiver General,PO-2645,12573,CA-E,,,-1,,
8181621,Minister of Finance BC,PO-2645,12574,CA-E,,,-1,,
8182638,Receiver General,PO-2646,19049,CA-E,,,-1,,
8182638,Minister of Finance BC,PO-2646,19050,CA-E,,,-1,,
8206461,,PO-2648,1,Product Development,,1,151577.63,8/6/2014,
8206468,,PO-2649,1,Product Development,,1,114384,8/6/2014,
8206574,,PO-2650,1,Product Development,,1,11850,8/6/2014,
8206580,,PO-2651,1,Product Development,,1,16250,8/6/2014,
8206683,,PO-2652,1,Media - Print,,1,100000,9/17/2014,
8206683,,PO-2652,2,Media - Print,,2,100000,9/17/2014,
8206688,,PO-2653,1,Product Development,,1,23712,8/6/2014,
8206790,,PO-2654,1,Product Development,,1,0,8/6/2014,
8233006,Receiver General,PO-2658,155,CA-E,,,-1,,
8233006,Minister of Finance BC,PO-2658,156,CA-E,,,-1,,
8235735,Receiver General,PO-2662,25,CA-E,,,-1,,
8235735,Minister of Finance BC,PO-2662,26,CA-E,,,-1,,
8259361,Receiver General,PO-2669,34,CA-E,,,-1,,
8259361,Minister of Finance BC,PO-2669,35,CA-E,,,-1,,
8264013,Receiver General,PO-2670,14,CA-E,,,-1,,
8264013,Minister of Finance BC,PO-2670,15,CA-E,,,-1,,
8264824,Receiver General,PO-2671,130,CA-E,,,-1,,
8264824,Minister of Finance BC,PO-2671,131,CA-E,,,-1,,
8265034,Receiver General,PO-2672,20,CA-E,,,-1,,
8265034,Minister of Finance BC,PO-2672,21,CA-E,,,-1,,
8265238,Receiver General,PO-2673,20,CA-E,,,-1,,
8265238,Minister of Finance BC,PO-2673,21,CA-E,,,-1,,
8265643,Receiver General,PO-2674,20,CA-E,,,-1,,
8265643,Minister of Finance BC,PO-2674,21,CA-E,,,-1,,
8338831,Receiver General,PO-2676,75,CA-E,,,-1,,
8338831,Minister of Finance BC,PO-2676,76,CA-E,,,-1,,
8338840,,PO-2677,1,Product Development,,1,2,8/11/2014,
8339366,Receiver General,PO-2679,181,CA-E,,,-1,,
8339366,Minister of Finance BC,PO-2679,182,CA-E,,,-1,,
8339710,Receiver General,PO-2681,151,CA-E,,,-1,,
8339710,Minister of Finance BC,PO-2681,152,CA-E,,,-1,,
8352248,,PO-2690,1,Prepaid IT Expenses,,1,1,8/11/2014,
8354724,Receiver General,PO-2691,62,CA-E,,,-1,,
8354724,Minister of Finance BC,PO-2691,63,CA-E,,,-1,,
8354732,Receiver General,PO-2692,56,CA-E,,,-1,,
8354732,Minister of Finance BC,PO-2692,57,CA-E,,,-1,,
8354738,Receiver General,PO-2693,62,CA-E,,,-1,,
8354738,Minister of Finance BC,PO-2693,63,CA-E,,,-1,,
8354846,CUS-19500010PRJ-2 NLS CORP ORDERS Direct Marketing : Direct Conversion Stream,PO-2694,1,Prepaid Marketing Expenses,,1,2196,8/11/2014,
8354850,CUS-19500010PRJ-2 NLS CORP ORDERS Direct Marketing : Direct Conversion Stream,PO-2695,1,Prepaid Marketing Expenses,,1,6587,8/11/2014,
8363610,,PO-2696,1,Tooling/NCA,,1,1,8/12/2014,
8368257,,PO-2697,1,Pallets,,1,398,8/12/2014,
8387386,,PO-2699,1,Pallets,,1,140,8/12/2014,
8387507,Receiver General,PO-2700,144,CA-E,,,-1,,
8387507,Minister of Finance BC,PO-2700,145,CA-E,,,-1,,
8396287,Receiver General,PO-2703,130,CA-E,,,-1,,
8396287,Minister of Finance BC,PO-2703,131,CA-E,,,-1,,
8396922,Receiver General,PO-2704,14,CA-E,,,-1,,
8396922,Minister of Finance BC,PO-2704,15,CA-E,,,-1,,
8408851,CUS-19500010PRJ-6 NLS CORP ORDERS Direct Marketing : Marketing Catalog,PO-2705,1,Prepaid Marketing Expenses,,1,32796.85,8/13/2014,
8421058,,PO-2725,5,CARTONS_CN,In Transit,5,1,11/23/2014,
8421160,,PO-2726,5,CARTONS_CN,In Transit,5,1,11/28/2014,
8421680,,PO-2729,3,CARTONS_CN,In Transit,3,4,11/23/2014,
8421683,,PO-2730,3,CARTONS_CN,In Transit,3,4,11/23/2014,
8421786,,PO-2731,3,CARTONS_CN,,3,4,11/28/2014,
8421987,,PO-2732,3,CARTONS_CN,In Transit,3,4,11/29/2014,
8421990,,PO-2733,3,CARTONS_CN,,3,4,8/13/2014,
8422091,,PO-2734,3,CARTONS_CN,,3,4,8/13/2014,
8434277,Receiver General,PO-2770,81,CA-E,,,-1,,
8434277,Minister of Finance BC,PO-2770,82,CA-E,,,-1,,
8445079,,PO-2779,1,Product Development,,1,1,8/14/2014,
8552347,,PO-2789,1,CARTONS_CN,,1,40,9/29/2014,
8569682,,PO-2791,1,SAMPLES - ALL DEPARTMENTS,In Transit,1,8,9/22/2014,
8569682,,PO-2791,2,SAMPLES - ALL DEPARTMENTS,In Transit,2,7,9/22/2014,
8569682,,PO-2791,3,SAMPLES - ALL DEPARTMENTS,In Transit,3,9,9/22/2014,
8569682,,PO-2791,4,SAMPLES - ALL DEPARTMENTS,In Transit,4,6,9/22/2014,
8569682,,PO-2791,5,SAMPLES - ALL DEPARTMENTS,In Transit,5,52,9/22/2014,
8569682,,PO-2791,6,SAMPLES - ALL DEPARTMENTS,In Transit,6,48,9/22/2014,
8614349,Receiver General,PO-2795,109,CA-E,,,-1,,
8614349,Minister of Finance BC,PO-2795,110,CA-E,,,-1,,
8614562,Receiver General,PO-2796,14,CA-E,,,-1,,
8614562,Minister of Finance BC,PO-2796,15,CA-E,,,-1,,
8614573,Receiver General,PO-2797,35,CA-E,,,-1,,
8614573,Minister of Finance BC,PO-2797,36,CA-E,,,-1,,
8614574,,PO-2798,1,Tooling/NCA,,1,5700,8/15/2014,
8614574,,PO-2798,2,Tooling/NCA,,2,1000,8/15/2014,
8614586,Receiver General,PO-2799,39,CA-E,,,-1,,
8614586,Minister of Finance BC,PO-2799,40,CA-E,,,-1,,
8615107,Receiver General,PO-2800,46,CA-E,,,-1,,
8615107,Minister of Finance BC,PO-2800,47,CA-E,,,-1,,
8615432,Receiver General,PO-2801,85,CA-E,,,-1,,
8615432,Minister of Finance BC,PO-2801,86,CA-E,,,-1,,
8621021,Receiver General,PO-2805,2260,CA-E,,,-1,,
8621021,Minister of Finance BC,PO-2805,2261,CA-E,,,-1,,
8623930,Receiver General,PO-2806,1291,CA-E,,,-1,,
8623930,Minister of Finance BC,PO-2806,1292,CA-E,,,-1,,
8624375,Receiver General,PO-2808,1650,CA-E,,,-1,,
8624375,Minister of Finance BC,PO-2808,1651,CA-E,,,-1,,
8624382,Receiver General,PO-2809,1019,CA-E,,,-1,,
8624382,Minister of Finance BC,PO-2809,1020,CA-E,,,-1,,
8666703,Receiver General,PO-2816,30,CA-E,,,-1,,
8666703,Minister of Finance BC,PO-2816,31,CA-E,,,-1,,
8690017,Receiver General,PO-2875,135,CA-E,,,-1,,
8690017,Minister of Finance BC,PO-2875,136,CA-E,,,-1,,
8712348,Receiver General,PO-2943,1980,CA-E,,,-1,,
8712348,Minister of Finance BC,PO-2943,1981,CA-E,,,-1,,
8715877,Receiver General,PO-2945,1275,CA-E,,,-1,,
8715877,Minister of Finance BC,PO-2945,1276,CA-E,,,-1,,
8717537,,PO-2947,1,Fixed Assets/PPE - NCA,,1,58500,8/19/2014,
8721200,Receiver General,PO-2953,154,CA-E,,,-1,,
8721200,Minister of Finance BC,PO-2953,155,CA-E,,,-1,,
8721646,Receiver General,PO-2962,4730,CA-E,,,-1,,
8721646,Minister of Finance BC,PO-2962,4731,CA-E,,,-1,,
8721655,Receiver General,PO-2971,768,CA-E,,,-1,,
8721655,Minister of Finance BC,PO-2971,769,CA-E,,,-1,,
8721656,Receiver General,PO-2972,2274,CA-E,,,-1,,
8721656,Minister of Finance BC,PO-2972,2275,CA-E,,,-1,,
8748346,,PO-3135,1,Cartons,,1,4,8/20/2014,
8748346,,PO-3135,2,Cartons,,2,12,8/20/2014,
8748346,,PO-3135,3,Cartons,,3,6,8/20/2014,
8748346,,PO-3135,4,Cartons,,4,4,8/20/2014,
8748346,,PO-3135,5,Packaging Supplies,,5,4,8/20/2014,
8748346,,PO-3135,6,Packaging Supplies,,6,1,8/20/2014,
8748346,,PO-3135,7,Packaging Supplies,,7,3,8/20/2014,
8748346,,PO-3135,8,Packaging Supplies,,8,1,8/20/2014,
8748346,,PO-3135,9,Packaging Supplies,,9,12,8/20/2014,
8748346,,PO-3135,10,Packaging Supplies,,10,3,8/20/2014,
8748346,,PO-3135,11,Packaging Supplies,,11,1,8/20/2014,
8748346,,PO-3135,12,Packaging Supplies,,12,1,8/20/2014,
8748346,,PO-3135,13,Packaging Supplies,,13,12,8/20/2014,
8748346,,PO-3135,14,Packaging Supplies,,14,5,8/20/2014,
8748346,,PO-3135,15,Repairs & Maintenance,,15,1,8/20/2014,
8748346,,PO-3135,16,Repairs & Maintenance,,16,1,8/20/2014,
8751588,Receiver General,PO-3141,169,CA-E,,,-1,,
8751588,Minister of Finance BC,PO-3141,170,CA-E,,,-1,,
8751805,Receiver General,PO-3144,28,CA-E,,,-1,,
8751805,Minister of Finance BC,PO-3144,29,CA-E,,,-1,,
8779489,CUS-19500010PRJ-6 NLS CORP ORDERS Direct Marketing : Marketing Catalog,PO-3203,1,Prepaid Marketing Expenses,,1,3500,8/21/2014,
8779496,CUS-19500010PRJ-6 NLS CORP ORDERS Direct Marketing : Marketing Catalog,PO-3204,1,Prepaid Marketing Expenses,,1,2500,8/21/2014,
8874583,Receiver General,PO-3251,16,CA-E,,,-1,,
8874583,Minister of Finance BC,PO-3251,17,CA-E,,,-1,,
8874895,Receiver General,PO-3252,204,CA-E,,,-1,,
8874895,Minister of Finance BC,PO-3252,205,CA-E,,,-1,,
8875016,Receiver General,PO-3253,196,CA-E,,,-1,,
8875016,Minister of Finance BC,PO-3253,197,CA-E,,,-1,,
8875329,Receiver General,PO-3254,117,CA-E,,,-1,,
8875329,Minister of Finance BC,PO-3254,118,CA-E,,,-1,,
8875470,Receiver General,PO-3255,206,CA-E,,,-1,,
8875470,Minister of Finance BC,PO-3255,207,CA-E,,,-1,,
8876111,,PO-3256,1,Consulting & Contract Services,,1,3400,8/25/2014,
8876111,,PO-3256,2,Consulting & Contract Services,,2,14000,8/25/2014,
8894186,Receiver General,PO-3272,140,CA-E,,,-1,,
8894186,Minister of Finance BC,PO-3272,141,CA-E,,,-1,,
8895540,,PO-3273,1,Product Development,,1,17000,8/26/2014,
8943363,,PO-3387,5,CARTONS_CN,,5,1,11/28/2014,
8943464,,PO-3388,5,CARTONS_CN,,5,1,11/28/2014,
8950955,Receiver General,PO-3402,122,CA-E,,,-1,,
8950955,Minister of Finance BC,PO-3402,123,CA-E,,,-1,,
8957302,Receiver General,PO-3405,8,CA-E,,,-1,,
8957302,Minister of Finance BC,PO-3405,9,CA-E,,,-1,,
8957722,Receiver General,PO-3416,92,CA-E,,,-1,,
8957722,Minister of Finance BC,PO-3416,93,CA-E,,,-1,,
8957743,Receiver General,PO-3417,92,CA-E,,,-1,,
8957743,Minister of Finance BC,PO-3417,93,CA-E,,,-1,,
8958171,Receiver General,PO-3418,63,CA-E,,,-1,,
8958171,Minister of Finance BC,PO-3418,64,CA-E,,,-1,,
8961863,Receiver General,PO-3428,153,CA-E,,,-1,,
8961863,Minister of Finance BC,PO-3428,154,CA-E,,,-1,,
8961985,Receiver General,PO-3434,8,CA-E,,,-1,,
8961985,Minister of Finance BC,PO-3434,9,CA-E,,,-1,,
8962407,Receiver General,PO-3436,151,CA-E,,,-1,,
8962407,Minister of Finance BC,PO-3436,152,CA-E,,,-1,,
8965728,Receiver General,PO-3447,187,CA-E,,,-1,,
8965728,Minister of Finance BC,PO-3447,188,CA-E,,,-1,,
8985382,Receiver General,PO-3526,32,CA-E,,,-1,,
8985382,Minister of Finance BC,PO-3526,33,CA-E,,,-1,,
8985512,Receiver General,PO-3527,108,CA-E,,,-1,,
8985512,Minister of Finance BC,PO-3527,109,CA-E,,,-1,,
8987880,Receiver General,PO-3528,128,CA-E,,,-1,,
8987880,Minister of Finance BC,PO-3528,129,CA-E,,,-1,,
8997333,Receiver General,PO-3529,20,CA-E,,,-1,,
8997333,Minister of Finance BC,PO-3529,21,CA-E,,,-1,,
8997337,Receiver General,PO-3530,50,CA-E,,,-1,,
8997337,Minister of Finance BC,PO-3530,51,CA-E,,,-1,,
8997540,Receiver General,PO-3531,32,CA-E,,,-1,,
8997540,Minister of Finance BC,PO-3531,33,CA-E,,,-1,,
9037965,Receiver General,PO-3532,15,CA-E,,,-1,,
9037965,Minister of Finance BC,PO-3532,16,CA-E,,,-1,,
9071707,Receiver General,PO-3533,150,CA-E,,,-1,,
9071707,Minister of Finance BC,PO-3533,151,CA-E,,,-1,,
9073088,Receiver General,PO-3534,169,CA-E,,,-1,,
9073088,Minister of Finance BC,PO-3534,170,CA-E,,,-1,,
9073323,,PO-3535,1,Product Development,,1,1,9/2/2014,
9073323,,PO-3535,2,Product Development,,2,1,9/2/2014,
9073323,,PO-3535,3,Product Development,,3,1,9/2/2014,
9073436,,PO-3536,1,Pallets,,1,21,9/2/2014,
9081268,,PO-3541,1,Certification,,1,1,9/2/2014,
9090679,,PO-3545,1,Creative Services,,1,9425,9/2/2014,
9104712,,PO-3561,1,Pallets,,1,60,9/3/2014,
9118116,Receiver General,PO-3565,26,CA-E,,,-1,,
9118116,Minister of Finance BC,PO-3565,27,CA-E,,,-1,,
9118724,Receiver General,PO-3566,14,CA-E,,,-1,,
9118724,Minister of Finance BC,PO-3566,15,CA-E,,,-1,,
9129153,,PO-3574,1,Cartons,,1,4,9/3/2014,
9129153,,PO-3574,2,Cartons,,2,12,9/3/2014,
9129153,,PO-3574,3,Cartons,,3,4,9/3/2014,
9129153,,PO-3574,4,Packaging Supplies,,4,2,9/3/2014,
9129153,,PO-3574,5,Packaging Supplies,,5,1,9/3/2014,
9129153,,PO-3574,6,Packaging Supplies,,6,6,9/3/2014,
9129153,,PO-3574,7,Packaging Supplies,,7,1,9/3/2014,
9129153,,PO-3574,8,Packaging Supplies,,8,6,9/3/2014,
9129153,,PO-3574,9,Packaging Supplies,,9,2,9/3/2014,
9129153,,PO-3574,10,Repairs & Maintenance,,10,2,9/3/2014,
9135956,,PO-3576,3,CARTONS_CN,,3,4,11/5/2014,
9135956,Receiver General,PO-3576,58,CA-E,,,-1,,
9135956,Minister of Finance BC,PO-3576,59,CA-E,,,-1,,
9135959,,PO-3577,3,CARTONS_CN,,3,4,11/5/2014,
9135959,Receiver General,PO-3577,54,CA-E,,,-1,,
9135959,Minister of Finance BC,PO-3577,55,CA-E,,,-1,,
9172220,Receiver General,PO-3597,8,CA-E,,,-1,,
9172220,Minister of Finance BC,PO-3597,9,CA-E,,,-1,,
9172225,Receiver General,PO-3598,21,CA-E,,,-1,,
9172225,Minister of Finance BC,PO-3598,22,CA-E,,,-1,,
9172543,Receiver General,PO-3599,158,CA-E,,,-1,,
9172543,Minister of Finance BC,PO-3599,159,CA-E,,,-1,,
9179198,,PO-3600,3,CARTONS_CN,,3,2,11/8/2014,
9179199,,PO-3601,3,CARTONS_CN,,3,2,11/8/2014,
9179200,,PO-3602,3,CARTONS_CN,,3,2,11/8/2014,
9179201,,PO-3603,3,CARTONS_CN,,3,2,11/8/2014,
9179202,,PO-3604,3,CARTONS_CN,,3,2,11/8/2014,
9179203,,PO-3605,3,CARTONS_CN,,3,2,11/18/2014,
9179204,,PO-3606,3,CARTONS_CN,,3,2,11/24/2014,
9179305,,PO-3607,3,CARTONS_CN,,3,2,11/11/2014,
9179306,,PO-3608,3,CARTONS_CN,,3,2,11/11/2014,
9179307,,PO-3609,3,CARTONS_CN,,3,2,11/11/2014,
9179308,,PO-3610,3,CARTONS_CN,,3,2,11/11/2014,
9179309,,PO-3611,3,CARTONS_CN,,3,2,11/11/2014,
9179310,,PO-3612,3,CARTONS_CN,,3,2,11/18/2014,
9179311,,PO-3613,3,CARTONS_CN,,3,2,11/25/2014,
9179312,,PO-3614,3,CARTONS_CN,,3,2,11/25/2014,
9179313,,PO-3615,3,CARTONS_CN,,3,2,11/25/2014,
9179314,,PO-3616,3,CARTONS_CN,,3,2,11/25/2014,
9179315,,PO-3617,3,CARTONS_CN,,3,2,11/25/2014,
9179316,,PO-3618,3,CARTONS_CN,,3,2,11/25/2014,
9179317,,PO-3619,3,CARTONS_CN,,3,2,11/25/2014,
9179318,,PO-3620,3,CARTONS_CN,,3,2,11/25/2014,
9179319,,PO-3621,3,CARTONS_CN,,3,2,11/25/2014,
9179320,,PO-3622,3,CARTONS_CN,,3,2,11/25/2014,
9179321,,PO-3623,3,CARTONS_CN,,3,2,11/25/2014,
9179322,,PO-3624,3,CARTONS_CN,,3,2,12/1/2014,
9179323,,PO-3625,3,CARTONS_CN,,3,2,12/1/2014,
9179424,,PO-3626,3,CARTONS_CN,,3,2,12/1/2014,
9179525,,PO-3627,3,CARTONS_CN,,3,2,12/1/2014,
9179526,,PO-3628,3,CARTONS_CN,,3,2,12/1/2014,
9179627,,PO-3629,3,CARTONS_CN,,3,2,12/1/2014,
9179631,,PO-3633,1,SAMPLES - ALL DEPARTMENTS,,1,1,9/15/2014,
9184459,Receiver General,PO-3640,148,CA-E,,,-1,,
9184459,Minister of Finance BC,PO-3640,149,CA-E,,,-1,,
9184566,,PO-3641,1,SAMPLES - ALL DEPARTMENTS,,1,2,10/4/2014,
9184566,,PO-3641,2,SAMPLES - ALL DEPARTMENTS,,2,2,9/15/2014,
9184566,,PO-3641,3,SAMPLES - ALL DEPARTMENTS,,3,2,9/15/2014,
9184785,,PO-3642,1,SAMPLES - ALL DEPARTMENTS,,1,3,9/15/2014,
9184785,,PO-3642,2,SAMPLES - ALL DEPARTMENTS,,2,2,9/15/2014,
9184785,,PO-3642,3,SAMPLES - ALL DEPARTMENTS,,3,3,9/15/2014,
9189142,,PO-3643,1,SAMPLES - ALL DEPARTMENTS,,1,1,9/17/2014,
9189142,,PO-3643,2,SAMPLES - ALL DEPARTMENTS,,2,1,9/17/2014,
9189142,,PO-3643,3,SAMPLES - ALL DEPARTMENTS,,3,1,9/17/2014,
9189142,,PO-3643,4,SAMPLES - ALL DEPARTMENTS,,4,1,9/17/2014,
9194616,,PO-3644,1,Consulting & Contract Services,,1,14.5,9/5/2014,
9201979,Receiver General,PO-3645,30,CA-E,,,-1,,
9201979,Minister of Finance BC,PO-3645,31,CA-E,,,-1,,
9202086,Receiver General,PO-3646,69,CA-E,,,-1,,
9202086,Minister of Finance BC,PO-3646,70,CA-E,,,-1,,
9202295,Receiver General,PO-3647,44,CA-E,,,-1,,
9202295,Minister of Finance BC,PO-3647,45,CA-E,,,-1,,
9264541,Receiver General,PO-3653,8,CA-E,,,-1,,
9264541,Minister of Finance BC,PO-3653,9,CA-E,,,-1,,
9264747,Receiver General,PO-3654,110,CA-E,,,-1,,
9264747,Minister of Finance BC,PO-3654,111,CA-E,,,-1,,
9264953,Receiver General,PO-3655,110,CA-E,,,-1,,
9264953,Minister of Finance BC,PO-3655,111,CA-E,,,-1,,
9265066,Receiver General,PO-3656,62,CA-E,,,-1,,
9265066,Minister of Finance BC,PO-3656,63,CA-E,,,-1,,
9265904,,PO-3657,15,11752-R,,15,1,9/8/2014,
9265904,Receiver General,PO-3657,157,CA-E,,,-1,,
9265904,Minister of Finance BC,PO-3657,158,CA-E,,,-1,,
9266111,Receiver General,PO-3658,14,CA-E,,,-1,,
9266111,Minister of Finance BC,PO-3658,15,CA-E,,,-1,,
9268847,Receiver General,PO-3659,159,CA-E,,,-1,,
9268847,Minister of Finance BC,PO-3659,160,CA-E,,,-1,,
9268864,Receiver General,PO-3660,14,CA-E,,,-1,,
9268864,Minister of Finance BC,PO-3660,15,CA-E,,,-1,,
9276410,,PO-3661,1,SAMPLES - ALL DEPARTMENTS,,1,2,9/12/2014,
9276410,,PO-3661,2,SAMPLES - ALL DEPARTMENTS,,2,2,9/12/2014,
9276410,,PO-3661,3,SAMPLES - ALL DEPARTMENTS,,3,3,9/12/2014,
9303017,,PO-3668,1,Fixed Assets/PPE - NCA,,1,8395.2,9/9/2014,
9303017,,PO-3668,2,Fixed Assets/PPE - NCA,,2,2875.2,9/9/2014,
9303017,,PO-3668,3,Fixed Assets/PPE - NCA,,3,1464,9/9/2014,
9303017,,PO-3668,4,Fixed Assets/PPE - NCA,,4,2818.22,9/9/2014,
9303017,,PO-3668,5,Fixed Assets/PPE - NCA,,5,5000,9/9/2014,
9303017,,PO-3668,6,Fixed Assets/PPE - NCA,,6,1306.42,9/9/2014,
9330956,,PO-3672,1,Product Development,,1,2,9/10/2014,
9333453,Receiver General,PO-3682,189,CA-E,,,-1,,
9333453,Minister of Finance BC,PO-3682,190,CA-E,,,-1,,
9333468,Receiver General,PO-3683,58,CA-E,,,-1,,
9333468,Minister of Finance BC,PO-3683,59,CA-E,,,-1,,
9333472,Receiver General,PO-3684,56,CA-E,,,-1,,
9333472,Minister of Finance BC,PO-3684,57,CA-E,,,-1,,
9348435,Receiver General,PO-3687,40,CA-E,,,-1,,
9348435,Minister of Finance BC,PO-3687,41,CA-E,,,-1,,
9349716,Receiver General,PO-3689,52,CA-E,,,-1,,
9349716,Minister of Finance BC,PO-3689,53,CA-E,,,-1,,
9350241,Receiver General,PO-3690,42,CA-E,,,-1,,
9350241,Minister of Finance BC,PO-3690,43,CA-E,,,-1,,
9350552,Receiver General,PO-3691,56,CA-E,,,-1,,
9350552,Minister of Finance BC,PO-3691,57,CA-E,,,-1,,
9351202,Receiver General,PO-3692,155,CA-E,,,-1,,
9351202,Minister of Finance BC,PO-3692,156,CA-E,,,-1,,
9352842,,PO-3694,1,Translation,,1,15587.95,9/11/2014,
9352945,,PO-3695,1,Translation,,1,19303.79,9/11/2014,
9354396,Receiver General,PO-3697,44,CA-E,,,-1,,
9354396,Minister of Finance BC,PO-3697,45,CA-E,,,-1,,
9359456,,PO-3698,1,Product Development,,1,2,9/11/2014,
9364317,,PO-3712,1,Computer Software,,1,1,9/11/2014,
9368762,,PO-3715,4,CARTONS_CN,In Transit,4,2,1/27/2015,
9369671,,PO-3724,5,CARTONS_CN,In Transit,5,1,12/10/2014,
9369872,,PO-3725,3,CARTONS_CN,In Transit,3,4,12/30/2014,
9369873,,PO-3726,3,CARTONS_CN,In Transit,3,4,12/30/2014,
9369876,,PO-3729,3,CARTONS_CN,In Transit,3,4,9/11/2014,
9369883,,PO-3736,3,CARTONS_CN,In Transit,3,4,1/12/2015,
9370384,,PO-3737,3,CARTONS_CN,In Transit,3,4,12/27/2014,
9370485,,PO-3738,3,CARTONS_CN,In Transit,3,4,1/7/2015,
9370486,,PO-3739,3,CARTONS_CN,In Transit,3,4,1/7/2015,
9370487,,PO-3740,3,CARTONS_CN,In Transit,3,4,1/7/2015,
9370488,,PO-3741,3,CARTONS_CN,In Transit,3,4,1/14/2015,
9370489,,PO-3742,5,CARTONS_CN,In Transit,5,2,12/30/2014,
9370490,,PO-3743,5,CARTONS_CN,In Transit,5,2,12/30/2014,
9370491,,PO-3744,5,CARTONS_CN,In Transit,5,2,12/30/2014,
9370492,,PO-3745,5,CARTONS_CN,In Transit,5,2,12/30/2014,
9370493,,PO-3746,5,CARTONS_CN,In Transit,5,2,1/1/2015,
9370494,,PO-3747,5,CARTONS_CN,In Transit,5,2,12/30/2014,
9370496,,PO-3749,5,CARTONS_CN,In Transit,5,2,9/11/2014,
9370499,,PO-3752,5,CARTONS_CN,In Transit,5,2,9/11/2014,
9370607,,PO-3760,5,CARTONS_CN,In Transit,5,2,12/27/2014,
9370608,,PO-3761,5,CARTONS_CN,In Transit,5,2,12/27/2014,
9370609,,PO-3762,5,CARTONS_CN,In Transit,5,2,1/7/2015,
9370610,,PO-3763,5,CARTONS_CN,In Transit,5,2,1/7/2015,
9370611,,PO-3764,5,CARTONS_CN,In Transit,5,2,12/27/2014,
9370612,,PO-3765,5,CARTONS_CN,In Transit,5,2,1/7/2015,
9370614,,PO-3767,5,CARTONS_CN,In Transit,5,2,1/5/2015,
9370615,,PO-3768,5,CARTONS_CN,In Transit,5,2,1/10/2015,
