Treadclimber,CAM45043 SAWDOFG2E,,3/3/2015,3/2/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM47119 ESPNL60*ALOHATIC,3/15/2015,3/15/2015,3/9/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/10/2015,3/10/2015,3/9/2015,3,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/11/2015,3/11/2015,3/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/12/2015,3/12/2015,3/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/13/2015,3/13/2015,3/9/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/14/2015,3/14/2015,3/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/15/2015,3/15/2015,3/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/14/2015,3/14/2015,3/9/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47121 BRNGL60*ALOHATIC,3/9/2015,3/9/2015,3/9/2015,1,Short Form,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,3/10/2015,3/9/2015,2,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,3/12/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,3/13/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,3/14/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,3/9/2015,3/9/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/10/2015,3/9/2015,2,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,3/11/2015,3/11/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/11/2015,3/9/2015,2,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/12/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/15/2015,3/9/2015,2,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/9/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/10/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/11/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/12/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/14/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/15/2015,3/9/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM18438 Bowflex-Catalog,,3/19/2015,3/16/2015,1,Catalog,Call Center Internal
Treadclimber,CAM27557 Bowflex Catalog,,3/17/2015,3/16/2015,2,Catalog,Call Center Internal
Treadclimber,CAM27557 Bowflex Catalog,,3/21/2015,3/16/2015,2,Catalog,Call Center Internal
Treadclimber,CAM46526 DCBHOMEWIN15,,3/16/2015,3/16/2015,2,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/17/2015,3/16/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/18/2015,3/16/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/19/2015,3/16/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/20/2015,3/16/2015,3,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/21/2015,3/16/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/22/2015,3/16/2015,1,Catalog,Web
Treadclimber,CAM36797 dpetprint12a,3/16/2015,3/16/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM36797 dpetprint12a,3/22/2015,3/22/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM36902 SAWDPETPRINT12B,,3/18/2015,3/16/2015,1,Electronic - Print,Call Center Internal
Treadclimber,CAM36923 dpetprint12b,3/20/2015,3/20/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM36923 dpetprint12b,3/22/2015,3/22/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM36924 dpetprint12c,3/21/2015,3/21/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM37269 dpetprint12d,3/16/2015,3/16/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM37269 dpetprint12d,3/18/2015,3/18/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM38406 SAWDPETPRINT12F,,3/16/2015,3/16/2015,2,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,3/17/2015,3/17/2015,3/16/2015,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,3/20/2015,3/16/2015,1,Electronic - Print,Call Center Internal
Treadclimber,CAM44176 qrthealth,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44176 qrthealth,3/17/2015,3/17/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44180 qrtwghtwtch,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44180 qrtwghtwtch,3/17/2015,3/17/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44180 qrtwghtwtch,3/22/2015,3/22/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44192 qrtffw,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44192 qrtffw,3/17/2015,3/17/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44451 qrtfamcir,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44451 qrtfamcir,3/21/2015,3/21/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44504 dpetprint14b,3/19/2015,3/19/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44504 dpetprint14b,3/20/2015,3/20/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM44504 dpetprint14b,3/21/2015,3/21/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM45025 qrtwebmd,3/19/2015,3/19/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM45026 qrtwghtwtch2,3/21/2015,3/21/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM46142 QRTADA,3/19/2015,3/19/2015,3/16/2015,2,Electronic - Print,Web
Treadclimber,CAM46560 QRTPEOPLE2,3/17/2015,3/17/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM46879 QRTMENSHEALTH,3/18/2015,3/18/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM46879 QRTMENSHEALTH,3/19/2015,3/19/2015,3/16/2015,1,Electronic - Print,Web
Treadclimber,CAM46932 TRCSMARTSOURCEQ115,3/20/2015,3/20/2015,3/16/2015,980,Electronic - Print,Web
Treadclimber,CAM16426 DSETDIR,3/16/2015,3/16/2015,3/16/2015,18,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/17/2015,3/17/2015,3/16/2015,11,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,3/17/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/18/2015,3/18/2015,3/16/2015,12,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/19/2015,3/18/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/19/2015,3/19/2015,3/16/2015,9,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,3/19/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/20/2015,3/20/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/21/2015,3/21/2015,3/16/2015,13,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,3/21/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,3/22/2015,3/22/2015,3/16/2015,21,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,3/22/2015,3/16/2015,3,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/16/2015,3/16/2015,3/16/2015,36,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/17/2015,3/17/2015,3/16/2015,10,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/18/2015,3/18/2015,3/16/2015,13,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,,3/18/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/19/2015,3/19/2015,3/16/2015,11,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/23/2015,3/19/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,,3/19/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/20/2015,3/20/2015,3/16/2015,21,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,,3/20/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/21/2015,3/21/2015,3/16/2015,21,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,,3/21/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,3/22/2015,3/22/2015,3/16/2015,20,Electronic - Short Form,Web
Treadclimber,CAM36075 dsetsf11a,4/1/2015,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36076 dsetsf11b,3/16/2015,3/16/2015,3/16/2015,11,Electronic - Short Form,Web
Treadclimber,CAM36076 dsetsf11b,3/17/2015,3/17/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36076 dsetsf11b,3/18/2015,3/18/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36076 dsetsf11b,3/20/2015,3/20/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36076 dsetsf11b,3/21/2015,3/21/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36076 dsetsf11b,3/22/2015,3/22/2015,3/16/2015,4,Electronic - Short Form,Web
Treadclimber,CAM36077 dsetsf11c,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36077 dsetsf11c,,3/18/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/16/2015,3/16/2015,3/16/2015,74,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,,3/16/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/17/2015,3/17/2015,3/16/2015,24,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/18/2015,3/18/2015,3/16/2015,16,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/19/2015,3/19/2015,3/16/2015,17,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/20/2015,3/20/2015,3/16/2015,16,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,,3/20/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/21/2015,3/21/2015,3/16/2015,18,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,3/22/2015,3/22/2015,3/16/2015,29,Electronic - Short Form,Web
Treadclimber,CAM36078 dsetsf11d,,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36079 dsetsf11e,3/18/2015,3/18/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36079 dsetsf11e,3/21/2015,3/21/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36103 SAWSF11D,3/22/2015,3/22/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36104 SAWSF11E,,3/19/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36287 SAWSF11G,3/20/2015,3/20/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36298 dsetsf11g,3/16/2015,3/16/2015,3/16/2015,37,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,4/4/2015,3/16/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,3/16/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/17/2015,3/17/2015,3/16/2015,29,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/18/2015,3/18/2015,3/16/2015,17,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,3/18/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/19/2015,3/19/2015,3/16/2015,49,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,3/19/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/20/2015,3/20/2015,3/16/2015,5,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,3/20/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/21/2015,3/21/2015,3/16/2015,26,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/22/2015,3/22/2015,3/16/2015,21,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/25/2015,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,3/29/2015,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,4/8/2015,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/16/2015,3/16/2015,3/16/2015,22,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/17/2015,3/17/2015,3/16/2015,8,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,,3/17/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/18/2015,3/18/2015,3/16/2015,25,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/19/2015,3/19/2015,3/16/2015,21,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,,3/19/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/20/2015,3/20/2015,3/16/2015,7,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/21/2015,3/21/2015,3/16/2015,5,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,,3/21/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,3/22/2015,3/22/2015,3/16/2015,12,Electronic - Short Form,Web
Treadclimber,CAM36435 dsetsf11h,,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36605 SAWSF12A,3/19/2015,3/19/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36605 SAWSF12A,3/20/2015,3/20/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36605 SAWSF12A,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Short Form,Third Party Call Center - Evolve
Treadclimber,CAM36605 SAWSF12A,3/21/2015,3/21/2015,3/16/2015,1,Electronic - Short Form,Third Party Call Center - Evolve
Treadclimber,CAM36608 dsetsf12a,3/16/2015,3/16/2015,3/16/2015,100,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/17/2015,3/16/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/30/2015,3/16/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/16/2015,3/16/2015,4,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/17/2015,3/17/2015,3/16/2015,53,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/23/2015,3/17/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/24/2015,3/17/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/17/2015,3/16/2015,2,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/18/2015,3/18/2015,3/16/2015,60,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/18/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/19/2015,3/19/2015,3/16/2015,64,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/19/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/20/2015,3/20/2015,3/16/2015,111,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/20/2015,3/16/2015,8,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/21/2015,3/21/2015,3/16/2015,34,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/21/2015,3/16/2015,3,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/22/2015,3/22/2015,3/16/2015,83,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,3/25/2015,3/22/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,3/22/2015,3/16/2015,5,Electronic - Short Form,Web
Treadclimber,CAM4213 SAWWEBBF_TRC,,3/19/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM44187 dseesf14c,,3/19/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM45802 DSETSF14A,3/16/2015,3/16/2015,3/16/2015,1,Electronic - Short Form,Web
Treadclimber,CAM5676 SAWWEBBF,,3/22/2015,3/16/2015,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM127 1800BOWFLEX_BFC,,3/17/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM127 1800BOWFLEX_BFC,,3/20/2015,3/16/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,3/16/2015,3/16/2015,3/16/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,3/16/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,3/17/2015,3/17/2015,3/16/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,3/18/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,3/19/2015,3/19/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,3/19/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,3/20/2015,3/20/2015,3/16/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,3/20/2015,3/16/2015,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,3/21/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,3/22/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16414 DEGBFTRC,3/16/2015,3/16/2015,3/16/2015,54,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/23/2015,3/16/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/16/2015,3/16/2015,45,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/17/2015,3/17/2015,3/16/2015,23,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/17/2015,3/16/2015,25,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/18/2015,3/18/2015,3/16/2015,20,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/18/2015,3/16/2015,31,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/19/2015,3/19/2015,3/16/2015,16,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/22/2015,3/19/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/19/2015,3/16/2015,27,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/20/2015,3/20/2015,3/16/2015,23,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/20/2015,3/16/2015,27,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/21/2015,3/21/2015,3/16/2015,16,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/29/2015,3/21/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,4/1/2015,3/21/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/21/2015,3/16/2015,21,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/22/2015,3/22/2015,3/16/2015,25,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,3/24/2015,3/22/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM16414 DEGBFTRC,,3/22/2015,3/16/2015,39,Electronic - UnSourced,Web
Treadclimber,CAM23587 degcfootlinktc,,3/16/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM23587 degcfootlinktc,,3/21/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/16/2015,3/16/2015,3/16/2015,12,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/17/2015,3/16/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/16/2015,3/16/2015,17,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/17/2015,3/17/2015,3/16/2015,4,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,4/3/2015,3/17/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/17/2015,3/16/2015,19,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/18/2015,3/18/2015,3/16/2015,6,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/18/2015,3/16/2015,22,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/19/2015,3/19/2015,3/16/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/19/2015,3/16/2015,17,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/20/2015,3/20/2015,3/16/2015,6,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/20/2015,3/16/2015,16,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/21/2015,3/21/2015,3/16/2015,7,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/21/2015,3/16/2015,16,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/22/2015,3/22/2015,3/16/2015,9,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,3/23/2015,3/22/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,4/7/2015,3/22/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM23879 degt1sitetc,,3/22/2015,3/16/2015,15,Electronic - UnSourced,Web
Treadclimber,CAM25756 DEGSAWBFG,,3/19/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM28771 degg1siteg,,3/18/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,3/19/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,3/20/2015,3/16/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM28771 degg1siteg,,3/22/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM32136 deggbhg,,3/20/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM38489 SAWDEGXUPC,,3/21/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM40760 ICATHOME,3/17/2015,3/17/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/17/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM41189 degemax,,3/16/2015,3/16/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/17/2015,3/16/2015,4,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/18/2015,3/16/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/19/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/20/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM41189 degemax,,3/22/2015,3/16/2015,2,Electronic - UnSourced,Web
Treadclimber,CAM44236 SAWMAX,,3/16/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/17/2015,3/16/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/18/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/19/2015,3/16/2015,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44236 SAWMAX,,3/20/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44433 dege1sitemx,,3/16/2015,3/16/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/17/2015,3/16/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,3/25/2015,3/19/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/19/2015,3/16/2015,4,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/20/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/21/2015,3/16/2015,1,Electronic - UnSourced,Web
Treadclimber,CAM44433 dege1sitemx,,3/22/2015,3/16/2015,3,Electronic - UnSourced,Web
Treadclimber,CAM44626 1800BOWFLEX_BMT,,3/16/2015,3/16/2015,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,3/17/2015,3/16/2015,2,Electronic - UnSourced,Call Center Internal
